StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,1_1,1_2,1_3,1_8,1_9,2_1,2_2,2_3,2_8,2_9,imid,Q_Language,group,SC1,SC2,SC3,controls
2021-10-22 01:11:36,2021-10-22 01:14:46,IP Address,100,189,True,2021-10-22 01:14:46,R_1cRIqu2YjBIqfjr,anonymous,NL,1,Asielzoekers,Huisvesting,Formatie,"Economie ",Misdaad,Weer,Huisvesting,Economie,Formatie,Asielzoekers,5027510,NL,NOS,0,1,3,yes
2021-10-22 01:07:27,2021-10-22 01:15:02,IP Address,100,455,True,2021-10-22 01:15:03,R_tEEZGL676rHRvhL,anonymous,NL,1,Corona,Terughaalactie Marokko,Asielzoekers,"Waterstof investeringen ","Voetbal hooligans ",Asielzoekers opvang Zaandam,"Corona stijgt ",B. Haitink dood,Baldwin dood vrouw,Lockdown Melbourne opgeheven,3119751,NL,FB,0,5,2,no
2021-10-22 01:13:39,2021-10-22 01:15:56,IP Address,100,136,True,2021-10-22 01:15:56,R_2CVys2tIDtG1Sjp,anonymous,NL,1,Corona,Huizenmarkt,Inflatie,Geweld op straat,Toeslagenaffaire,Corona,Inflatie,Geweld op straat,Het weer,misdaad,4156208,NL,GA,3,4,4,yes
2021-10-22 01:13:01,2021-10-22 01:16:25,IP Address,100,204,True,2021-10-22 01:16:26,R_9TY5wJLAyF11XBD,anonymous,NL,1,klimaat,gasprijs,formatie,vluchtelingen,huizenprijs,voetbalgeweld,stijging besmettingen,hoge gasprijzen,asielzoekers,huizenprijs,170872,NL,GA,3,4,5,yes
2021-10-22 01:05:58,2021-10-22 01:16:47,IP Address,100,648,True,2021-10-22 01:16:47,R_1dyoFyLoJ9sChBE,anonymous,NL,1,hoge woningprijzen,klimaat,asielzoekers,coronabesmettingen,toeslagenaffaire,haitink overleden,besmettelijke coronavariant,alec baldwin lost dodelijk schot,oost europa lockdown,marokko staat vluchten toe,4482365,NL,NOS,2,0,5,yes
2021-10-22 01:14:59,2021-10-22 01:18:38,IP Address,100,218,True,2021-10-22 01:18:40,R_1iaPXsKLVutBxxG,anonymous,NL,1,corona,ter apel,economie,feyenoord,boeren,corona,ter apel,feyenoord,boeren,economie,4437545,NL,GA,5,5,5,yes
2021-10-22 01:16:20,2021-10-22 01:18:58,IP Address,100,157,True,2021-10-22 01:18:58,R_1geFQD0mOWV7Rf4,anonymous,NL,0.89999997615814208984375,Militeu,Verkeer,Wonen,Economie,"Energieprijzen ",Overlijden Haitink,Mogelijk files,Formatie,Ter Apel,Europ,1515152,NL,NOS,0,2,5,yes
2021-10-22 01:17:11,2021-10-22 01:19:25,IP Address,100,133,True,2021-10-22 01:19:25,R_2ALUa7gPaBeAevn,anonymous,NL,0.89999997615814208984375,pandemie,gezondheidszorg,woningbouw,afghanen,tekort personeel,overlijden bernard haitink,ongeluk filmset alec baldwin,overmacht IC,cijfers pandemie,opvang afghanen,3132317,NL,NOS,0,0,5,yes
2021-10-22 01:21:22,2021-10-22 01:22:42,IP Address,100,80,True,2021-10-22 01:22:42,R_33eh7H1U3JIc8RE,anonymous,NL,1,Polen,Klimaatbeheersing,Woningnnood,Armoede,Vluchtelingen,Polen,Kabinetvorming,Corona,Klimaatbeheersing,Hoge prijzen,3182935,NL,FB,0,3,2,yes
2021-10-22 01:21:39,2021-10-22 01:23:33,IP Address,100,113,True,2021-10-22 01:23:34,R_1Le7evRcTUIHPTm,anonymous,NL,0.89999997615814208984375,Helmplicht,Corona prik,Wind,Corendon,Gasprijzen,Helmplicht,Corendon,Corona prik,Gasprijzen,Wind,727824,NL,FB,1,5,0,yes
2021-10-22 01:21:20,2021-10-22 01:24:44,IP Address,100,204,True,2021-10-22 01:24:45,R_3njxe4ReVrB2NFn,anonymous,NL,0.89999997615814208984375,klimaat,immigratie,biodiversiteit,defensie,corona,Biden:Amerika zal Taiwan verdedigen,Parlement VS wil Bannon vervolgen.,In problemen verkerend Evergrande doet langverwachte,Investeringen waterstof riskant,OM:jongen (15) duwde man voor tra,14972,NL,NOS,0,1,5,no
2021-10-22 01:21:37,2021-10-22 01:25:02,IP Address,100,204,True,2021-10-22 01:25:02,R_2zqfvmq39XFoWTQ,anonymous,NL,1,Carona,Multi maatschappij,Vluchtelingen,Zorg,Energie,Vluchtelingen,"Corona ",Milieu,Zorg,Pensioen,3981476,NL,GA,3,5,0,no
2021-10-22 01:25:13,2021-10-22 01:26:32,IP Address,100,78,True,2021-10-22 01:26:32,R_SC2PVLyUiokVogV,anonymous,NL,1,"Corona ",Zorg,Toeslagenaffaire,-,-,Alec Baldwin,Corona,Voetbal,-,-,579492,NL,FB,0,5,2,yes
2021-10-22 01:20:28,2021-10-22 01:26:37,IP Address,100,369,True,2021-10-22 01:26:37,R_1Ehzc67hrjZsjWQ,anonymous,NL,0.89999997615814208984375,"Delata plus ","Alac Baldwin schiet perongeluk camaravrouw dood ","Gevonden lichaam is van verloofde Gabby ","28 jarige man overlijd op dance event ",Het wonder van Urk,"Delta plus variant ",Wonder Urk,Verloofde Gabby gevonden,"Alac  Baldwin ","Criminaliteit ",4012731,NL,FB/NOS/GA,3,5,3,yes
2021-10-22 01:25:38,2021-10-22 01:27:32,IP Address,100,114,True,2021-10-22 01:27:33,R_sYg08O3uCTVjMBz,anonymous,NL,0.89999997615814208984375,corona,immigratie,klimaat,woningnood,voetbalgeweld,Amerika zal Taiwan verdedigen tegen China,Corona neemt weer toe,Marokko stopt vluchten Nederland vanwege corona,voetbalsupporters opgepakt,Bannon mogelijk vervolgd,2802433,NL,NOS,1,1,5,yes
2021-10-22 01:22:45,2021-10-22 01:27:56,IP Address,100,311,True,2021-10-22 01:27:56,R_2QzVNiiBErKehNd,anonymous,NL,0.89999997615814208984375,gasprijsstijgen,coronabesmetting,woningmarkt,nieuwe naam voor Facebook,crypto gaat weer stijgen,aantal corona besmettingen,crypto value gaat weer stijgen,woningmarkt blijft ook stijgen,gasprijzen,Alec Baldwin cameraregisseur doodschoot,4779640,NL,FB,2,5,2,yes
2021-10-22 01:26:17,2021-10-22 01:31:35,IP Address,100,318,True,2021-10-22 01:31:35,R_2fNAhs0AE1xsG2Z,anonymous,NL,1,Haitink overleden,"Rutte spreekt met Poolse collega ","Elisabeth op controle ziekenhuis ","Beurs op record hoogte ","Pensioen index discussie ","Pensioen index discussie ","Rutte spreekt Poolse collega ","Elisabeth op controle ziekenhuis ","Beurs record hoogte ",Coronabesmettingen lopen op,4096459,NL,GA,5,0,0,yes
2021-10-22 01:30:29,2021-10-22 01:31:56,IP Address,100,86,True,2021-10-22 01:31:56,R_Ddd6H1xTFQ4yymB,anonymous,NL,1,Plastic,Ozon,Milieu,"Wateroverlast ","Gasvoorziening ","Gasvoorziening ","Wateroverlast ",Plastic,Milieu,Geen idee,3139183,NL,NOS,0,0,5,yes
2021-10-22 01:29:59,2021-10-22 01:35:23,IP Address,100,324,True,2021-10-22 01:35:24,R_pcNmxvx8soZlU9X,anonymous,NL,1,Corona,Woningnood,Kabinet,Toeslagenaffaire,Asielzoekers,Storm,Energieprijzen,Corona,Asielzoekers,Ron Fresen,1865934,NL,FB,0,5,0,yes
2021-10-22 01:35:23,2021-10-22 01:37:55,IP Address,100,151,True,2021-10-22 01:37:55,R_1Kw2fDYBz8SJYpm,anonymous,NL,1,klimaat,gezondheid,cultuur,mentaliteit,school,gezondheid,onderwijs,klimaat,cultuur,mentaliteit,3832179,NL,NOS,2,3,5,yes
2021-10-22 01:35:56,2021-10-22 01:38:02,IP Address,100,126,True,2021-10-22 01:38:03,R_2949aILktzLWFp5,anonymous,NL,1,Covid,Gas en energie,Co2,Milleu,Verkeer,"COVID ",Energie,Co2,Milleu,Verkeer,4625400,NL,FB,0,5,5,no
2021-10-22 01:36:59,2021-10-22 01:40:14,IP Address,100,194,True,2021-10-22 01:40:14,R_21afqabGnbiMjZg,anonymous,NL,1,Covid,Polen,Eeg,Vaccinatie,Energie,Covid,Polen,Eeg,Hooligans,Fresen,2764740,NL,FB,0,5,3,yes
2021-10-22 01:31:29,2021-10-22 01:40:15,IP Address,100,525,True,2021-10-22 01:40:15,R_1eXgNio20IypZXt,anonymous,NL,0.89999997615814208984375,Woningnood,Klimaat,Migratie,Landbouw/Visserij,Ongelijkheid,Toename besmettingen,Energie prijzen,Stormschade,Onrus Taiwan/China,Woningnood,5026718,NL,GA,3,5,5,yes
2021-10-22 01:39:41,2021-10-22 01:42:12,IP Address,100,151,True,2021-10-22 01:42:13,R_3CCVlUlFFfAGo9D,anonymous,NL,1,gezondheid,klimaat,vaccins,kindertoeslag,bouw,Vaccins arme landen,gezonheid nederland,kindertoeslag,onderoveragent,klimaat,36160,NL,FB,2,5,2,yes
2021-10-22 01:41:52,2021-10-22 01:43:57,IP Address,100,125,True,2021-10-22 01:43:58,R_20YudughVz2cvXj,anonymous,NL,0.89999997615814208984375,"Gasprijs ","Asiel ",Klimaat,"Toeslagen ","Huizenmarkt ","Kabinet formatie ","Asielzoekers ",Gas,"Klimaattop ","Hypotheek ",4008961,NL,NOS,0,3,5,yes
2021-10-22 01:44:22,2021-10-22 01:46:28,IP Address,100,125,True,2021-10-22 01:46:28,R_z70RA258raTcKxH,anonymous,NL,1,"Milieu ","Corona ","Woningnood ","Overbevolking ","Verharding samenleving ",Haitink,"Corona ","Milieu ","Woningnood ","Formatie ",3148974,NL,NOS,1,0,5,yes
2021-10-22 01:46:17,2021-10-22 01:48:02,IP Address,100,105,True,2021-10-22 01:48:02,R_1NFbQkLxENYy51z,anonymous,NL,1,covid,regering,stormen,jeugd,pensioenen,oorlog,covid,gezondheidszorg,ministers,geweld,969271,NL,NOS,2,2,3,yes
2021-10-22 01:44:30,2021-10-22 01:48:17,IP Address,100,227,True,2021-10-22 01:48:18,R_2BybE6AzT45baAU,anonymous,NL,1,Delta plus variant,Pensioen plus blijft weer uit,700 extra agenten niet genoeg,Toeristen terughalen uit marokko,Benzine prijzen,Delta plus variant,Alec Baldwin schiet collega dood,Pensioen plus blijft weer uit,Tanken in Belgie goedkoper,15 jarige duwt man onder tram,4017147,NL,GA,3,1,2,yes
2021-10-22 01:47:05,2021-10-22 01:49:57,IP Address,100,171,True,2021-10-22 01:49:57,R_2bEWJDjeoJrDPIB,anonymous,NL,1,Klimaat,Prijzen energie,Economische situatie,Woningtekort,Geen,Psv verliest,Acteur schiet iemand neer,Vluchten uit marokko,"Boosters goedgekeurd ","Goede week neerlands voetbal ",1739633,NL,FB,1,5,3,yes
2021-10-22 01:46:55,2021-10-22 01:50:04,IP Address,100,189,True,2021-10-22 01:50:05,R_29tYIIGEO0MXFEC,anonymous,NL,0.89999997615814208984375,belasting,energiekosten,armoede,corona,vluchtelingen,moorden,vluchtelingen,armoede,pesterijen,kabinet,488061,NL,FB,0,5,0,yes
2021-10-22 01:48:34,2021-10-22 01:53:27,IP Address,100,293,True,2021-10-22 01:53:27,R_2YQWoayBmNb4Lbr,anonymous,NL,1,Hoge corona besmettingen,Weer volle bescherming derde prik Pfizer,Marokko staat repatriëringsvluchten toe naar Nederland,Prijzen boodschappen blijven stijgen,Onmacht op IC's,Acteur Alec Baldwin schiet per ongeluk vrouw dood op filmset,Melbourne beëindigt langste lockdown ter wereld,3e prik met Pfizer geeft weer volledige bescherming,Corendon: geen prik? Dan zelf betalen voor eventuele quarantaine,Onmacht op IC's,3181318,NL,NOS,0,0,5,yes
2021-10-22 01:51:51,2021-10-22 01:53:39,IP Address,100,108,True,2021-10-22 01:53:40,R_6G2QwPv9tviC6PL,anonymous,NL,1,Kabinets crisis,Toeslagen affere,Strom,Huizen tekort,Vluchtelingen,Strom schade,Acteur schiet iemand dood,Huizen te kort,Minder huizen verkocht,"Toeslagen affere kinderen uit huis ",5039490,NL,FB,0,5,0,yes
2021-10-22 01:50:49,2021-10-22 01:54:52,IP Address,100,242,True,2021-10-22 01:54:52,R_2v07tkGamvzO9B2,anonymous,NL,1,indexatie,oplopende corona,vluchten stop Marokko,stop opvang,prijzen gaan omhoog,Levens behoefte prijzen blijven maar stijgen,corona,nederland kleurt weer rood,staphorst,urk,4434405,NL,GA,5,0,2,yes
2021-10-22 01:53:13,2021-10-22 01:54:52,IP Address,100,99,True,2021-10-22 01:54:52,R_1dujwWe6WAigrYa,anonymous,NL,1,Corona,Huizenmarkt,Milieu,Gezondheidszorg,?,Corona,Alec Baldwin,Energieprijzen,?,?,4548269,NL,FB,0,3,2,yes
2021-10-22 01:52:57,2021-10-22 01:55:09,IP Address,100,132,True,2021-10-22 01:55:09,R_3si8ugU3Ne08m9m,anonymous,NL,0.89999997615814208984375,GEZONDHEIDSZORG,IMMIGRATIE,DALONG KOOPKRACHT,RECESSIE,KLIMAATVERANDERING,CORONABESTRIJDING,CORONAREGELS,VERPLICHTING CORONAVACCINATIES,TEWERKSTELLING,ECONOMISCHE GROEI,5022410,NL,GA,5,5,4,yes
2021-10-22 01:52:45,2021-10-22 01:55:44,IP Address,100,179,True,2021-10-22 01:55:44,R_2cCTvtPowkdPX6a,anonymous,NL,1,asielzoekers,criminaliteit,betaalbare woningen,prijs van gas,terrorisme,asielzoekers,benzineprijs,economie,het weer,huizenmarkt,40696,NL,FB,0,3,0,yes
2021-10-22 01:54:21,2021-10-22 01:55:59,IP Address,100,97,True,2021-10-22 01:55:59,R_3n1t7YQbnnKHJ4z,anonymous,NL,1,wonen,polen,criminaliteit,politie,energie,polen,energie,wonen,gasboringen,politie,3135565,NL,GA,3,0,4,yes
2021-10-22 01:52:20,2021-10-22 01:57:29,IP Address,100,309,True,2021-10-22 01:57:29,R_2QrEpdXYgP7ivFn,anonymous,NL,0.89999997615814208984375,corona,immigratie,Polen,gas in Groningen,kabinet,kabinet,polen,klimaat,immigratie,feijenoord,4876236,NL,NOS,2,3,5,yes
2021-10-22 01:55:19,2021-10-22 01:57:57,IP Address,100,157,True,2021-10-22 01:57:57,R_12o5pcsw4wQ931P,anonymous,NL,1,Corona,Economie,Woningen,Vluchtelingen,Milieu,Corona,Woningen,Milieu,Vluchtelingen,Economie,172983,NL,NOS,0,2,4,no
2021-10-22 02:01:43,2021-10-22 02:02:34,IP Address,100,50,True,2021-10-22 02:02:35,R_3ElNF2ZaiGKDEvo,anonymous,NL,0.89999997615814208984375,Corona,Huizen,"Milieu ",Armoede,Boeren,Corona,"Huizenmarkt ",Armoede,"Milieu ",Boeren,3821044,NL,GA,3,2,4,yes
2021-10-22 01:23:41,2021-10-22 02:03:44,IP Address,100,2403,True,2021-10-22 02:03:44,R_1pzAXW3yQ5fhvYk,anonymous,NL,0.89999997615814208984375,"ABN/RABO/ING bank grote winsten door foute bedrijven (bijv. Palmolie) ","MP Rutte wil nader onderzoek naar uithuisplaatsing destijds van kinderen uit gezinnen van toeslagen-affaire ","Topdirigent Bernard Haitink (92) overleden ","Woningcorporaties gaan niet sneller woningen verduurzamen ivm stijgende gasprijzen ","Vande Ron verhoogt gasprijzen al op 1-11,iipv 01-01d",Melbourne laat Corona maatregelen Los na langstdurende lockdown ivm behaalde vaccinatiegraad,"Mozambique ; vrouwtjes olifanten blijken steeds vaker geboren zonder slagtanden (genetische mutatie) ","Alec Baldwin schiet per ongeluk op set vrouwelijke cameravrouw, dodelijk getroffen ",VK voor het eerst weer persconferentie nav onrust oprukkende Delta-variant aldaar,Microplastics aangetroffen in bloedbaan. La,5027394,NL,NOS,0,0,5,yes
2021-10-22 02:00:56,2021-10-22 02:04:21,IP Address,100,205,True,2021-10-22 02:04:22,R_29nM2LUiSYFFYz5,anonymous,NL,0.89999997615814208984375,Klimaat,Stikstog,Woningnood,Veiligheid,Openbaar bestuur,Corona,Taiwan,Vluchtelingen,Haitink,Voetbal,639654,NL,FB,0,5,5,yes
2021-10-22 02:02:51,2021-10-22 02:05:10,IP Address,100,138,True,2021-10-22 02:05:11,R_1MX4fJnOoKy29j4,anonymous,NL,1,woningnood,corona,economie,klimaat,energieprijzen,corona druk.op zorg,stijgende prijzen boodschappen,energieprijzen,woningprijzen,formatie,5024188,NL,GA,3,5,5,yes
2021-10-22 02:04:35,2021-10-22 02:07:09,IP Address,100,153,True,2021-10-22 02:07:09,R_wObhCC9hkDbwt2N,anonymous,NL,0.89999997615814208984375,tekort in de zorg,toename corona,formatie,milieu,personeesltekort,verplegend personeel,filedruk,volle ziekenhuizen,voetbalfans,milieu/klimaat,4067149,NL,FB,2,5,3,yes
2021-10-22 02:04:23,2021-10-22 02:08:26,IP Address,100,242,True,2021-10-22 02:08:26,R_324uuMnh76r6dty,anonymous,NL,0.89999997615814208984375,Corona,Afgaanse vluchtelingen,Milieu,Nvt,Nvt,Haitink overleden,Acteur schiet cameravrouw dood,ToestemmingExtra vlucht vanuit marokko,Nvt,Nvt,481233,NL,GA,3,5,0,yes
2021-10-22 02:01:17,2021-10-22 02:09:20,IP Address,100,482,True,2021-10-22 02:09:20,R_3nkJwc4Qx4NWDm1,anonymous,NL,0.89999997615814208984375,Corona,Klimaat,Huizenmarkt,Arbeidsmarkt,"Milieu ",Stijging corona cijfers,Ziekenhuizen raken vol,Sluiting grenzen van Marokko,Storm,Voetbal,647407,NL,FB,0,5,2,no
2021-10-22 02:08:42,2021-10-22 02:10:15,IP Address,100,92,True,2021-10-22 02:10:16,R_ApJHysro9ZCeJtD,anonymous,NL,0.89999997615814208984375,"Ten Apel opvang ",Immigranten,Millieu,Voetbal supporters,Geweld tegen politie,"Corona cijfers ",Niet gevaccineerde weigeren in ziekenhuizen,Stikstof,Geen kabinet,Relschoppers,1867794,NL,FB,0,5,0,yes
2021-10-22 01:52:52,2021-10-22 02:14:36,IP Address,100,1303,True,2021-10-22 02:14:36,R_3fGyXEiaXgUNWnX,anonymous,NL,1,Huizenmarkt,Ravage Barendrecht,Corona,Werk,Ziekenfonds,schade barendrecht,politieagent zelfmoord,huizenprijs,arbeidmarkt,corona,50925,NL,FB,1,5,1,no
2021-10-22 02:12:37,2021-10-22 02:14:53,IP Address,100,135,True,2021-10-22 02:14:54,R_3sBzivusXU7sJKI,anonymous,NL,0.89999997615814208984375,corona,formatie,migratie,huisvesting,gezondheidszorg,Alec Baldwin,Polen/EU,corona,Migratie,huisvesting,3932533,NL,FB,0,4,5,no
2021-10-22 02:16:01,2021-10-22 02:16:39,IP Address,100,37,True,2021-10-22 02:16:40,R_2wt7uO9p3kfBrFU,anonymous,NL,1,?,?,?,?,?,?,?,?,?,?,2687318,NL,NOS,0,0,5,yes
2021-10-22 02:16:40,2021-10-22 02:18:31,IP Address,100,110,True,2021-10-22 02:18:31,R_xFru5S68dIgdnfr,anonymous,NL,0.89999997615814208984375,Kabinet,"Corona ","Toeslagen affaire ",Politie tekort,"Voetbalgeweld ","Delta variant corona ",Politietekort,"Drinkwatertekort Amsterdam ",EU Polen,"Herfstvakantie zuiden ",4074650,NL,FB,2,5,3,yes
2021-10-22 02:12:01,2021-10-22 02:19:32,IP Address,100,450,True,2021-10-22 02:19:32,R_2CeUMmGe0MvVMZy,anonymous,NL,1,machtstrijd aanpak zware criminaliteit politie en justitie,tornado barendrecht,discussie prikweigeraars,sacharofprijs voor navaldi,microplastics in bloed van koeien en varkens,eurotop tegen polen,rusland en de coronacatastrofe,prijzen stijgen maar pensioenen ff niet,marokko laat weer vliegverkeer toe,huizenprijzen naar recordhoogte,43596,NL,FB,0,5,2,yes
2021-10-22 02:18:13,2021-10-22 02:20:31,IP Address,100,138,True,2021-10-22 02:20:32,R_2ZC70fIPxGuv7Lr,anonymous,NL,1,"Gezondheidszorg ","Klimaatverandering ","Woningbouw ","Economie ","Werkloosheid ","Gezondheidszorg ","Economie ","Klimaatverandering ","Werkloosheid ","Woningbouw ",4328948,NL,GA,3,0,5,no
2021-10-22 02:16:28,2021-10-22 02:20:52,IP Address,100,263,True,2021-10-22 02:20:52,R_ThHpiqNDuhsZbTX,anonymous,NL,1,"Corona ","Veiligheid supporters ",Gasprijzen,EU top over polen,Veiligheid stadions,Onmacht in IC,acteur Alec Baldwin schiet vrouw dood,Dirigent Haitink overleden,Melbourne heft lockdown op,Biden VS verdedigt Taiwan tegen chinese aanval,483951,NL,NOS,0,4,5,yes
2021-10-22 02:19:56,2021-10-22 02:21:23,IP Address,100,86,True,2021-10-22 02:21:23,R_1mftmOgw0h1GyEO,anonymous,NL,1,corona,"kabinetsformatie ","milleu ",asielbeleid,gas,corona,"kabinetsformatie ","asielbeleid ","milieu ",gas,4074720,NL,NOS,1,0,3,yes
