StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,1_1,1_2,1_3,1_8,1_9,2_1,2_2,2_3,2_8,2_9,imid,Q_Language,group,SC1,SC2,SC3,controls
2021-10-25 01:00:44,2021-10-25 01:04:40,IP Address,100,236,True,2021-10-25 01:04:41,R_2VshKxTw2cHL1cM,anonymous,NL,1,klimaat,immigratie,biodiversieit,defensie,vermogen inkomen,veestapels onterecht uitgebreid,oplopende coronacijfers,ervergrande weer aan werk,eu en britten geen oplossing nrd ierland,mogelijk staatsgreep sudan,14972,NL,NOS,0,1,5,no
2021-10-25 00:58:15,2021-10-25 01:06:00,IP Address,100,465,True,2021-10-25 01:06:00,R_3OoV8ltaPpofEj7,anonymous,NL,1,"Veestapel ten onrechte uitgebreid ",Laptop taboe PI Vught,Staatsgreep Soedan,Corona uitbraak Goes,Extra asielopvang 5 provincies,Laptop taboe PI Vught,"Veestapel ten onrechte uitgebreid ","Uitwijzing ambassadeur Turkije ",Verstappen wint GP,Ajax verpletterd PSV,4096459,NL,GA,5,0,0,yes
2021-10-25 01:06:28,2021-10-25 01:08:22,IP Address,100,114,True,2021-10-25 01:08:22,R_2ru32rtJhL7u9hd,anonymous,NL,1,Zorgtekort,"Oplopende wachtrijen ziekenhuis ","Leraren tekort ","Gasprijzen ","Armoede ","Mogelijke staatsgreep Sudan ",Alec gaat langs bij man en zoon doodgeschoten collega,"Vieze herbruikbare handschoenen VS ",Geen,Geen,4624107,NL,FB,1,5,2,no
2021-10-25 01:08:48,2021-10-25 01:10:08,IP Address,100,80,True,2021-10-25 01:10:09,R_2pSrvNXzMol34mn,anonymous,NL,1,corona,economie,vluchtelingen,ter apel,kabinet,kabinet,ter apel,vluchtelingen,economie,corona,4437545,NL,GA,5,5,5,yes
2021-10-25 01:07:36,2021-10-25 01:10:59,IP Address,100,203,True,2021-10-25 01:11:00,R_yz6FRK22sx7ejlL,anonymous,NL,0.89999997615814208984375,corona,formatie,griep,economie,onrust,corona,uitzetting turkeije,formatie,staatsgreep sudan,-,1774131,NL,NOS/GA,4,0,5,no
2021-10-25 01:10:41,2021-10-25 01:11:36,IP Address,100,54,True,2021-10-25 01:11:36,R_SAJxjq0ubGQLdgl,anonymous,NL,1,Erdogan,Ambassadeur,Corona IC,Vaccinatiegraad,Ongeluk,Erdogan,Turkije,Corona,Politiek,Energieprijzen,4149835,NL,GA,5,4,3,yes
2021-10-25 01:10:04,2021-10-25 01:11:44,IP Address,100,99,True,2021-10-25 01:11:45,R_YX51Nqmz0qMoaIx,anonymous,NL,1,Immigtatie,Corona,kabinet vol leugenaars,woning te kort,ouderen,Max,voedsel te kort Engeland,Corona,immigratie opvang,ouderen,3854463,NL,GA,5,5,0,yes
2021-10-25 01:12:48,2021-10-25 01:13:15,IP Address,100,26,True,2021-10-25 01:13:16,R_PSzoGtHgKyvU3ZL,anonymous,NL,0.89999997615814208984375,J heel ja,BNN Yo,Ja Yo,BNN hmm,BNN hmm l,Hmm hmm l,BNN hmm l,Hmm ik o,Hmm ik,BNN hmm,911792,NL,GA,4,5,5,no
2021-10-25 01:03:55,2021-10-25 01:13:25,IP Address,100,570,True,2021-10-25 01:13:26,R_2eQ2ecJUJ9qUOc7,anonymous,NL,1,Corona,Milieu,Vluchtelingen stroom,Oplopende prijzen,Kabinetvorming,Corona,Vluchtelingen,Gaswinning in Groningen,Rico Verhoeven,Andre hazes,3182935,NL,FB,0,3,2,yes
2021-10-25 01:13:27,2021-10-25 01:14:59,IP Address,100,92,True,2021-10-25 01:15:00,R_2duPRro9Z8cLZHv,anonymous,NL,1,regeringsvorming,corona,milieu,criminaliteit,mobiliteit,roces moordenars DE VRIES,drugsproblematiek,opwarming van de aarde,drugs,migratie,4326794,NL,FB,0,4,0,no
2021-10-25 01:14:01,2021-10-25 01:15:28,IP Address,100,87,True,2021-10-25 01:15:29,R_b3Lje1IQ4Wyh3Bn,anonymous,NL,1,GEZONDHEID,KLIMAAT,ONDERWIJS,CRIMINALITEIT,VERKEER,GEZONDHEID,ONDERWIJS,KLIMAAT,CRIMINALITEIT,VERKEER,3832179,NL,NOS,2,3,5,yes
2021-10-25 01:14:21,2021-10-25 01:18:28,IP Address,100,246,True,2021-10-25 01:18:28,R_3kpkmeYRQzXbMFl,anonymous,NL,1,Asielzoekers,Huisvesting,Economie,Toeslagaffaire,Formatie,Staatsgreep Sudan,Geen laptop EBI,Nederlander omgekomen in Duitsland,Israël bouwt nieuwe woningen,Pakistan sluit grens,5027510,NL,NOS,0,1,3,yes
2021-10-25 01:17:58,2021-10-25 01:21:09,IP Address,100,191,True,2021-10-25 01:21:09,R_2Qtg4lVtXeuKogA,anonymous,NL,0.89999997615814208984375,Corona,Kabinet,Milieu,Woningnood,Asielzoekers,Corona,Asielzoekers,Woningnood,Max Verstappen,Rico Verhoeven,1865934,NL,FB,0,5,0,yes
2021-10-25 01:15:06,2021-10-25 01:23:19,IP Address,100,493,True,2021-10-25 01:23:19,R_2eX3FN4SktqRkvy,anonymous,NL,1,corona,noodopvang asielzoekers,Verstappen wint F1,Timmers maakt zich boos,Nederlander omgekomen in Duitsland,corona,noodopvang asielzoekers,brand container schip,lavastroom la Palma,F1,4023940,NL,NOS,0,0,3,no
2021-10-25 01:12:50,2021-10-25 01:24:33,IP Address,100,703,True,2021-10-25 01:24:34,R_2wvsS2ZruSsA1xf,anonymous,NL,1,coronamaatregelen,geweldsmisdrijven,overbevolking,zorg,onderwijs,geweldsmisdrijven,coronamaatregelen,zorg,teveel immigranten,onderwijs,1208274,NL,FB,1,5,0,no
2021-10-25 01:18:41,2021-10-25 01:24:54,IP Address,100,373,True,2021-10-25 01:24:54,R_2dFIhBjgY1Ryb2o,anonymous,NL,1,Klimaatproblematiek,Asielzoekersopvang,woningnood,Wachtlijsten in de zorg,Energieprijzen,Schadeproblematiek Groningen,Max Verstappen wint in de VS,Honderden veehouders mogen wel uitbreiden,Coronauitbraak onder asielzoekers,Nederlanden omgekomen bij bergwandeling in Duitsland,2764624,NL,NOS,0,0,3,yes
2021-10-25 01:22:29,2021-10-25 01:26:45,IP Address,100,255,True,2021-10-25 01:26:45,R_DM0bzs4HU4yLH4B,anonymous,NL,1,"Asielzoekers ","Coronabezetting ziekenhuizen ","Drukte in natuurgebieden ","Milieu ","Woningmarkt ","Extra Corona maatregelen voor ouderenbond ","Wekdienst klimaatrapport ","Natuurgebieden onterechte uitbreiding ","Nederlander omgekomen bij Duitse wandeling ","Politie onderschept illegaal vuurwerk ",45043,NL,GA,3,5,4,yes
2021-10-25 01:26:31,2021-10-25 01:28:53,IP Address,100,141,True,2021-10-25 01:28:53,R_5huVcpqaoR5K9oZ,anonymous,NL,1,Covid,Toeslagenaffare,Politie,Klimaat,Tegenstellingen,Covid,Politie,Toeslagenaffere,Klimaat,Communicatie,175461,NL,GA,3,0,5,no
2021-10-25 01:26:05,2021-10-25 01:29:25,IP Address,100,199,True,2021-10-25 01:29:25,R_3ltOoT574NQdRJo,anonymous,NL,0.89999997615814208984375,ziekenhuisopnames corona,handhaving corona regels,corona pas,vaccinatie opkrikken,zwanger corona,corona,bezetting IC,vaccineren asielzoekers,vaccineren,mondkapjes?,168860,NL,FB,0,4,0,yes
2021-10-25 01:27:38,2021-10-25 01:29:49,IP Address,100,131,True,2021-10-25 01:29:50,R_3nAGYmA7mdXDDU6,anonymous,NL,1,Corona besmettingen,woningnood,immigratie,veiligheid op straat,formatie,Corona besmettingen,houdbaarheid zorg,Immigratie,woningnood,veiligheid op straat,644346,NL,GA,5,0,5,no
2021-10-25 01:27:04,2021-10-25 01:29:53,IP Address,100,168,True,2021-10-25 01:29:53,R_2CJr5AWLf54Rg9W,anonymous,NL,0.89999997615814208984375,Coronastijgingen,huizenmarkt,Thuis werken,Squid Game,Personeelstekort,Coronastijgingen,Personeelstekort,Korea wil claim Netflix,Gevecht Rico,Moord,50925,NL,FB,1,5,1,no
2021-10-25 01:26:37,2021-10-25 01:31:31,IP Address,100,294,True,2021-10-25 01:31:32,R_3ksS5V5qFHHyWlE,anonymous,NL,1,"Woningtekort ","Corona ",Zorg,"Klimaatverandering ","Weet ik niet ","Staatsgreep Sudan ","Verstappen ","Boeren onterecht toestemming ","Gunther uit friends overleden ",Ombudsman:eigen minister voor aardbevingsschade,4729468,NL,FB,0,5,5,yes
2021-10-25 01:31:19,2021-10-25 01:32:48,IP Address,100,88,True,2021-10-25 01:32:48,R_Tt4QlPL2zpuQspj,anonymous,NL,1,werk,zorg,corona,energie,milieu,werk,zorg,corona,milieu,energie,444657,NL,FB,1,5,1,no
2021-10-25 01:33:33,2021-10-25 01:34:41,IP Address,100,68,True,2021-10-25 01:34:43,R_10uUx1lH7FQ0BTu,anonymous,NL,1,kabinet,Corona,zorg,klimaat,vandalisme,corona,kabinet,zorg,ajax,azc,1515178,NL,NOS,0,1,3,yes
2021-10-25 01:34:05,2021-10-25 01:37:06,IP Address,100,181,True,2021-10-25 01:37:06,R_73uhZnoegkAK9Ff,anonymous,NL,1,oplopend aantal coronabesmettingen,overlopende asielopvang,veiligheid op straat,"bezetingsproblemen in overheidsgerelateerde organisaties (politie, zorg, onderwijs)",vorming van een nieuwe regering,nieuwe opvangplekken voor asielzoekers,oplopend aantal ziekenhuisopnamen door Corona,grote coronauitbraak in een asielopvanglocatie,start onderhandelingen nieuwe regering,verkeersdrukte,489090,NL,NOS,0,0,4,yes
2021-10-25 01:30:43,2021-10-25 01:39:52,IP Address,100,548,True,2021-10-25 01:39:53,R_1eQLnLIsAGOKmSK,anonymous,NL,0.89999997615814208984375,Wantrouwen en afkeuring Rutte 111,A4 dicht vrachtwagen gevaarlijke stof,Covid,Miljoenen medische handschoenen als nieuw verkocht,Friends acteur overleden,Miljoenen medische handschoenen als nieuw verkocht,"Rutte 111  wantrouwen en afkeuring  ",Covid,"A4 dicht vrachtwagen gevaarlijke stoffen ",Corona uitbraak Goes,4012731,NL,FB/NOS/GA,3,5,3,yes
2021-10-25 01:37:45,2021-10-25 01:40:56,IP Address,100,191,True,2021-10-25 01:40:56,R_1mK9cS57Tafurt3,anonymous,NL,0.89999997615814208984375,China,Taiwan,Vluchtelingen,x,y,Moord Den Bosch,Zorg,Covid19,Extreem-rechts in Italie,x,42267,NL,GA,5,1,5,yes
2021-10-25 01:33:17,2021-10-25 01:41:56,IP Address,100,518,True,2021-10-25 01:41:56,R_06f40izXruVboKR,anonymous,NL,0.89999997615814208984375,Hoge coronacijfers,Gedupeerden toeslagenaffaire,Gevolgen gaswinning Groningen nationale crisis,Klimaat,Hoge gasprijzen,Gevolgen gaswinning Groningen nationale crisis volgens Ombudsman,Drukte op IC's,Miljoenen gebruikte medische handschoenen Verenigde Staten als nieuw verkocht,Soedanese premier onder huisarrest tijdens couppoginge,Curaçao bereikt mijlpaal eerste 100000 prikken,3181318,NL,NOS,0,0,5,yes
2021-10-25 01:40:23,2021-10-25 01:43:26,IP Address,100,183,True,2021-10-25 01:43:27,R_Pwb8DealTfpGgY9,anonymous,NL,1,Corona,Zorg,"Toenemend geweld ",-,-,"Roemenië Corona ",Kabinet(sformatie),Zorg,-,-,579492,NL,FB,0,5,2,yes
2021-10-25 01:39:04,2021-10-25 01:45:01,IP Address,100,356,True,2021-10-25 01:45:01,R_3MMrpfXYWc1F7do,anonymous,NL,1,Asiel opvang,Formatie regering,Corona oplopende cijfers,Corona matregelen,Problemen ziekehuizen,Verstappen wint in Amerika,Rutte III de meeste Motities,Opvang Asiel in Goes,Corona uitbraak in Asiel Centrum,volle zieken huis,4434405,NL,GA,5,0,2,yes
2021-10-25 01:47:53,2021-10-25 01:50:22,IP Address,100,148,True,2021-10-25 01:50:22,R_22zEDyQufMMtpTF,anonymous,NL,0.89999997615814208984375,corona,gezondheidszorg,economie,wooncrisis,immigratie,corona,gezondheidszorg,immigratie,wooncrisis,economie,5029808,NL,NOS,0,0,5,yes
2021-10-25 01:40:48,2021-10-25 01:51:37,IP Address,100,648,True,2021-10-25 01:51:37,R_2dEKsCLOrBQkP9L,anonymous,NL,1,Corona,Rutte,Asielzoekers,Inflatie,Toename moorden,Corona,Diverse moorden,Asielzoekers,Rutte,Gevecht Verhoeve,4156208,NL,GA,3,4,4,yes
2021-10-25 01:49:19,2021-10-25 01:51:47,IP Address,100,147,True,2021-10-25 01:51:47,R_2rnYMsPg1jXssDJ,anonymous,NL,1,Boeren stikstofprbleem,Vorming van een nieuw kabinet,Corona pandemie,Onderwijs,Maatschappelijk welzijn,Boeren stikstof probleem,Watersnood New York,Pandemie,Onderwijs,Afhandeling toeslagaffaire,4780007,NL,FB,0,5,0,yes
2021-10-25 01:50:33,2021-10-25 01:53:04,IP Address,100,151,True,2021-10-25 01:53:05,R_1d5ZNAao5CqWobj,anonymous,NL,1,Corona oplopent,"Kabinets formatie ",Huizenmarkt,"Toeslagen affaire ",Kindjes uit huis geplaatst,Max Verstappen,"Rico Verhoeven wint ","Zege Ajax op PSV ",Instagram live stream moord zus,Hypotheek rente stijgt,5039490,NL,FB,0,5,0,yes
2021-10-25 01:52:02,2021-10-25 01:54:13,IP Address,100,130,True,2021-10-25 01:54:13,R_1Gy8OFMpHqB4T0L,anonymous,NL,1,"Coronacijfers ","Turkije ",KLM,Containervaart,"Rapper ","Coronacijfers ","ABBA ",Containervaart,KLM,"Medische handschoenen ",345053,NL,FB,0,5,5,yes
2021-10-25 01:50:37,2021-10-25 01:54:32,IP Address,100,234,True,2021-10-25 01:54:33,R_3PLfaLaYqc72w6W,anonymous,NL,1,corona,veestapel,klimaat,verstappen,weer,klimaat,veestapel te groot,oplopende corona cijfers,weer,dood cameravrouw,3852749,NL,NOS,2,3,5,yes
2021-10-25 01:53:58,2021-10-25 01:56:09,IP Address,100,131,True,2021-10-25 01:56:09,R_3G2kQOO47pmSeAc,anonymous,NL,1,"Integratie ","Vertrutteling samenleving ",Kozp samenleving,"Voetbal ","Racisme ","psv ",Ajax,Voetbal,Weer,"Vertrutteling samenleving ",46418,NL,GA,3,5,3,yes
2021-10-25 01:55:34,2021-10-25 01:56:31,IP Address,100,56,True,2021-10-25 01:56:31,R_24Obqylsg1WaUL3,anonymous,NL,1,corona,klimaat,huizencrisis,arbeidsmarkt,kabinet,corona,arbeidsmarkt,klimaat,weet ik niet,weet ik niet,5005724,NL,NOS,0,2,5,yes
2021-10-25 01:55:55,2021-10-25 01:57:18,IP Address,100,83,True,2021-10-25 01:57:18,R_3HS44rsEnu8aT06,anonymous,NL,1,Migranten,"Wateroverlast ","Gaswinning ",Plastic,Weet even niet,Milieuvervuiling stikstif,"Stikstof ",Plastic,"Wateroverlast ","Pensioenfondsen ",3139183,NL,NOS,0,0,5,yes
2021-10-25 01:57:16,2021-10-25 01:58:10,IP Address,100,54,True,2021-10-25 01:58:10,R_3IXCwdKEdFxRGqG,anonymous,NL,1,Asiel,Coronabeleid,"Verkiezingen ",Nvt,Nvt,Economie,Stikstof,Asiel,Nvt,Nvt,2673441,NL,GA,4,5,4,no
2021-10-25 01:57:44,2021-10-25 01:59:17,IP Address,100,92,True,2021-10-25 01:59:17,R_RbsVrb7WS1gotup,anonymous,NL,0.89999997615814208984375,pandemie,gastekort,woningtekort,zorgpersoneel te kort,afghanen,politieke rel turkije,cijfers covid19,tekort zorgpersoneel,staatsgreep sudan,winst max verstappen,3132317,NL,NOS,0,0,5,yes
2021-10-25 02:00:58,2021-10-25 02:03:21,IP Address,100,143,True,2021-10-25 02:03:22,R_31zWi4kWFb1Ntek,anonymous,NL,1,Corona,"Toeslagen affaire ","Klimaat ","Bestuur ",Aardbevingen groningen,Corona,Steekpartij den bosch,"Veiligheid ",Groningen,Fc barcelona,489084,NL,FB,0,3,0,yes
2021-10-25 01:58:40,2021-10-25 02:04:45,IP Address,100,365,True,2021-10-25 02:04:45,R_32UWHxH9Ca3rUTz,anonymous,NL,0.800000011920928955078125,huisvesting/woningnood,kabinetsformatie,klimaat/milieu,afwikkeling toeslagenaffaire,afwikkeling aardbevingsscahde,oplopende coronabesmettingen,veestapels onterecht uitgebreid,Israël gaat woningen bouwen in bezet gebied,mogelijk staatsgreep in Sudan,Amnesty vertrekt uit Hongkong,480907,NL,FB,0,4,0,yes
2021-10-25 02:02:20,2021-10-25 02:05:06,IP Address,100,165,True,2021-10-25 02:05:06,R_RrTCPEfkJzicOkN,anonymous,NL,1,Ter Apel,Huizenbouw,Corona,Regering,Milieu,Corona,Ajax,Ter Apel,Corona,Polen,175262,NL,NOS,2,2,5,no
2021-10-25 02:01:43,2021-10-25 02:06:21,IP Address,100,278,True,2021-10-25 02:06:21,R_3iwXhvKfs0duNom,anonymous,NL,1,groningen,datacentra,coronamaatregelen,milieuproblemen rond boeren,formatie voortgang,groningen,corona,milieu,immigratie,marengoproces,659202,NL,FB,0,5,5,yes
2021-10-25 02:04:34,2021-10-25 02:08:07,IP Address,100,213,True,2021-10-25 02:08:07,R_wKPmHJWJN5i0wnv,anonymous,NL,0.89999997615814208984375,Sport mij too,Woningnood,Defentie,Zorg,Verkeer,Druck.s,Hangjongenren,Buurtjuis sluitinc,Verkeer lokaal,Defentie,2436678,NL,NOS,2,0,3,yes
2021-10-25 02:02:18,2021-10-25 02:08:14,IP Address,100,355,True,2021-10-25 02:08:14,R_poWP5vHeo5J6u89,anonymous,NL,0.89999997615814208984375,Klimaat,"Wooncrisis ",Stikstof,Covid,"Asielzoekers ",Covid,"Formatie ","Gasprijs ","Criminaliteit ","Inex pensioenen ",2434670,NL,NOS,2,3,5,yes
2021-10-25 02:07:17,2021-10-25 02:08:50,IP Address,100,93,True,2021-10-25 02:08:51,R_Wfcpeqe5DXDPDJT,anonymous,NL,1,Stikstof,Boeren,Corona,Huizen,Immigratie,Kabinet vormen,Voetbal supporters,Immigratie,ter Apel,Stikstof,1867794,NL,FB,0,5,0,yes
2021-10-25 02:05:46,2021-10-25 02:09:00,IP Address,100,193,True,2021-10-25 02:09:00,R_2D0KcY2gQN85xpT,anonymous,NL,1,verstappen in de VS,brand containerschip canada,Personeelstekort IC,"precident Georgie ",friends acteur overleden,Verstappen in de VS,brand containerschip bij Canada,Personeelstekort IC,president Georgie,friends acteur overleden,727824,NL,FB,1,5,0,yes
2021-10-25 02:08:53,2021-10-25 02:09:53,IP Address,100,60,True,2021-10-25 02:09:54,R_SUiQPvBudepqCU9,anonymous,NL,1,ajax,voetbal,corona,migranten,gasprijs,olieprijs,corona,werklozen,illegaal,voetbal,875901,NL,GA,4,4,4,yes
2021-10-25 02:08:27,2021-10-25 02:10:25,IP Address,100,117,True,2021-10-25 02:10:25,R_9mn440z8FOLlIel,anonymous,NL,0.89999997615814208984375,Kabinet,Corona,"Opvang asielzoekers ","Toeslagen affaire ","Voetbalgeweld ",Motie wantrouwen kabinet,Booster prik Moderna,"Noodopvang Goes corona ","Vuurwerk inbeslagname ","Laptops EBI ",4074650,NL,FB,2,5,3,yes
2021-10-25 02:13:28,2021-10-25 02:18:19,IP Address,100,290,True,2021-10-25 02:18:19,R_2UVoTrcCX1Bm3xX,anonymous,NL,0.89999997615814208984375,Oplopende coronacijfers IC.,Gevolgen gaswinning Groningen.,Maar 5 provincies nemen asielzoekers op.,Stijgende gasprijzen.,Webshops te laat met teugbetalen.,Conflict Israël Palestijen.,Relatie Rusland Europa vanwege gas.,Pushbacks aan grenzen Europa.,Noodweer Californië,Wereldwijd 5 miljoen coronadoden.,168500,NL,NOS,0,0,5,yes
2021-10-25 02:16:23,2021-10-25 02:19:12,IP Address,100,168,True,2021-10-25 02:19:12,R_2YlAUI6S1ps9AWo,anonymous,NL,1,asielzoekers,criminaliteit,economie,de ebi,huizen prijzen,asielzoekers,criminaliteit,Erdohan,het weer,betaalbaar wonen,40696,NL,FB,0,3,0,yes
2021-10-25 02:14:55,2021-10-25 02:19:42,IP Address,100,286,True,2021-10-25 02:19:42,R_Cad9boke4EJpFbr,anonymous,NL,0.89999997615814208984375,klimaat,kabinet,zorg,ziekenhuizen,corona,klimaatdoelstelling,verstappen auto,sudan,boeren,ombudsman/Groningen,3337224,NL,GA,4,5,5,yes
2021-10-25 02:16:52,2021-10-25 02:21:02,IP Address,100,249,True,2021-10-25 02:21:02,R_1PT3tu9geIgJX9K,anonymous,NL,0.89999997615814208984375,kabinet,armoede,vluchtelingen,criminaliteit,corona,corona,moorden,geen begrip voor elkaar,diefstal,geldbeleid,488061,NL,FB,0,5,0,yes
