StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,1_1,1_2,1_3,1_8,1_9,2_1,2_2,2_3,2_8,2_9,T1_1,T1_2,T1_3,T1_4,T1_5,T1_6,T1_7,GA1_1,GA1_2,GA1_3,GA1_4,GA1_5,GA2,GA3_1,GA3_2,GA3_3,GA3_4,GA3_5,GA3_6,GA3_7,GA3_8,GA4,GA5,GA6,FB1_1,FB1_2,FB1_3,FB1_4,FB1_5,FB2,FB3_1,FB3_2,FB3_3,FB3_4,FB3_5,FB3_6,FB3_7,FB3_8,FB4,FB5,FB6,N1_1,N1_2,N1_3,N1_4,N1_5,N2,N3_1,N3_2,N3_3,N3_4,N3_5,N3_6,N3_7,N3_8,N4,N5,N6,1,2_1,imid,Q_Language,group,SC1,SC2,SC3,controls
2021-10-20 10:00:18,2021-10-20 10:11:03,IP Address,100,645,True,2021-10-20 10:11:05,R_3kikYC29BG1nKWI,anonymous,NL,1,Corona,Gezondheidszorg,Klimaat/milieu,Criminaliteit,Woningnood,Coronacijfers,Koningin Elisabeth,De zaak Wiersum,Energie vergoeding,Toeslagenaffaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34281,NL,NOS,1,1,3,yes
2021-10-20 10:13:34,2021-10-20 10:17:24,IP Address,100,230,True,2021-10-20 10:17:25,R_3nBP4SAQskfFWEw,anonymous,NL,1,jeugd,covid,pensioenen,tewerkstelling,zorg,covid,tewerkstelling,pensioenen,jeugd,woonzorg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969271,NL,NOS,2,2,3,yes
2021-10-20 10:27:56,2021-10-20 10:33:34,IP Address,100,338,True,2021-10-20 10:33:34,R_3PIfajGxeGB3802,anonymous,NL,0.89999997615814208984375,Corona,Woningmarkt,milieu,Zorg,Energie,Corona besmettingen,Opvanglocaties,Europees parlement,Ajax,Trump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170386,NL,GA,5,0,4,yes
2021-10-20 10:47:01,2021-10-20 10:49:00,IP Address,100,119,True,2021-10-20 10:49:01,R_3mkPTorfSHNUjyd,anonymous,NL,1,Corona,Veiligheid,Energie,Asielzoekers,Gezondheidszorg,Verdwijning vierjarig meisje Australië,Het weer,Corona,Asielzoekers,Toeslagenaffaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2686579,NL,FB,1,5,5,yes
2021-10-20 10:59:55,2021-10-20 11:06:39,IP Address,100,404,True,2021-10-20 11:06:40,R_vZ6ZVD9fvoAhDEJ,anonymous,NL,1,klimaat,energiekosten,huisvesting,nieuw kabinet,corona,toeslagenaffaire,nieuw kabinet,klimaatbijeenkomst,Ajax,corona,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Disagree - 2,Disagree - 2,Disagree - 2,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Disagree - 2,Disagree - 2,Strongly agree - 7,Moderately too little attention - 2,Neither too much nor too little - 4,Slightly too much - 5,Moderately too little - 2,Neither too much nor too little - 4,Slightly too much - 5,Far too little - 1,Far too little - 1,Moderately too much - 6,Agree - 6,Disagree - 2,Most of the time - 6,Strongly disagree - 1,Strongly disagree - 1,Disagree - 2,Disagree - 2,Strongly agree - 7,Moderately too little attention - 2,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Somewhat agree - 5,Somewhat agree - 5,Most of the time - 6,Agree - 6,Agree - 6,Somewhat agree - 5,Disagree - 2,Disagree - 2,Moderately too much attention - 6,Slightly too much - 5,Slightly too much - 5,Far too little - 1,Slightly too much - 5,Slightly too much - 5,Far too little - 1,Far too little - 1,Moderately too much - 6,Agree - 6,Agree - 6,Most of the time - 6,Very interesting - 4,4,167056,NL,GA,3,3,4,no
2021-10-20 11:05:56,2021-10-20 11:10:14,IP Address,100,258,True,2021-10-20 11:10:14,R_1i8mOyoa56OUh6D,anonymous,NL,1,vermogensbelastingbelasting,huisvesting,vluchtelingen,corona,weer,corona,weer,vluchtelingenopvang,polen and EU,bitcoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2798633,NL,FB,0,5,3,yes
2021-10-20 11:09:31,2021-10-20 11:13:32,IP Address,100,241,True,2021-10-20 11:13:33,R_ekEntcsnWJ1YPcJ,anonymous,NL,1,criminaliteit,klimaat,milieu,gezondheidzorg,corona,voetbal Ajax,politiek,lokaal nieuws,evaluatie hoogwater,staking umc Maastricht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444237,NL,NOS,0,0,5,yes
2021-10-20 11:32:39,2021-10-20 11:39:27,IP Address,100,407,True,2021-10-20 11:39:27,R_1ilGWYhb1JNeFdR,anonymous,NL,1,woningnood,corona,zorg,gasprijzen,economie,hoger beroep om,toeslagenaffire,corona,ajax,opvang asielzoekers ter apel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5024188,NL,GA,3,5,5,yes
2021-10-20 11:50:12,2021-10-20 11:59:34,IP Address,100,561,True,2021-10-20 11:59:35,R_2CU4UMVROkd7eZl,anonymous,NL,0.800000011920928955078125,"coronacrissis ",klimaat,formatie,energie,woningnood,Ajax gewonnen in CL,meer corona gevallen,asiel beleid,polen,"geen vluchten van en naar Marokko ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4732950,NL,FB,2,5,3,yes
2021-10-20 12:01:19,2021-10-20 12:05:39,IP Address,100,260,True,2021-10-20 12:05:39,R_8Cyr2jnS3nWBMGJ,anonymous,NL,1,Kabinetsvorming,"Gasprijzen ",Toeslagenaffaire,"Geen ",Geen,Lockdown letland,"Corona cijfers ",Nyvalny,Bitcoim,Geen,Agree -6,Agree -6,Agree -6,Agree -6,Agree -6,Agree -6,Agree -6,,,,,,,,,,,,,,,,,,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Agree - 6,Somewhat agree - 5,Somewhat agree - 5,Slightly too much attention - 5,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Never - 1,Neither agree of disagree - 4,Strongly disagree - 1,Agree - 6,Agree - 6,Agree - 6,Slightly too little attention - 3,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Somewhat disagree - 3,Somewhat disagree - 3,Never - 1,Not interesting at all - 1,8,4624107,NL,FB,1,5,2,no
2021-10-20 12:23:16,2021-10-20 12:25:33,IP Address,100,136,True,2021-10-20 12:25:33,R_2R35lorHAHtVJc4,anonymous,NL,1,corona besmettingen,formatie,huizencrisis,zorg,onderwijs,coronabesmettingen,vaccin bijwerkingen,polen en EU,mensenrechten Navaldy,asielzoekers plaatsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4035848,NL,NOS,1,0,5,yes
2021-10-20 12:28:00,2021-10-20 12:28:46,IP Address,100,45,True,2021-10-20 12:28:46,R_3FJLgitRaXn1Mnr,anonymous,NL,1,Alexia,Willem,Koninklijke huis,Brandstofvoucher,Olie,Olie,Brandstof,Gas,Elektriciteit,Geen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4149835,NL,GA,5,4,3,yes
2021-10-20 12:44:21,2021-10-20 12:45:29,IP Address,100,67,True,2021-10-20 12:45:29,R_22V0GwQdutppARW,anonymous,NL,1,huizen,files,migranten,energie,corona,corona,migranten,energie,files,huizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176508,NL,NOS,0,0,5,yes
2021-10-20 12:45:34,2021-10-20 12:49:04,IP Address,100,210,True,2021-10-20 12:49:04,R_3MQCXVp0okqoZDi,anonymous,NL,1,zorg,"werk ",onderwijs,deventie,ouderen,zorg,energie,corona,werk,ouderen,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree -5,,,,,,,,,,,,,,,,,,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,About half of the time - 4,,,,,,,,,,,,,,,,,,Moderately interesting - 3,6,444657,NL,FB,1,5,1,no
2021-10-20 12:51:40,2021-10-20 13:03:07,IP Address,100,686,True,2021-10-20 13:03:09,R_3qTFd9G8b9Bzbr0,anonymous,NL,1,misdaad,woningnood,scholing,regering,belasting,corona,eu polen,toeslagen,ajax,speelgoed,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Slightly too much attention - 5,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Somewhat agree - 5,Neither agree nor disagree - 4,About half of the time - 4,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Slightly too little attention - 3,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,Sometimes - 3,Somewhat agree - 5,Somewhat agree - 5,Somewhat disagree - 3,Neither agree of disagree - 4,Neither agree of disagree - 4,Slightly too much attention - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Moderately too much - 6,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat agree - 5,Agree - 6,Sometimes - 3,Very interesting - 4,2,3154649,NL,FB,2,3,2,no
2021-10-20 13:06:26,2021-10-20 13:08:10,IP Address,100,103,True,2021-10-20 13:08:10,R_ddtomkMZqlOlny1,anonymous,NL,1,Armoede,Energierekening,Vluchtelingen,Klimaat,Woningtekort,Corona," klimaat",.,..,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177034,NL,GA,5,5,3,yes
2021-10-20 13:11:37,2021-10-20 13:13:26,IP Address,100,109,True,2021-10-20 13:13:26,R_2R4gDvxMHZNmGSE,anonymous,NL,0.89999997615814208984375,Corona,Crisis,Benzine,Klimaat,Gas,Niks,Iets,Soms,Beetj,Klote,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Agree -6,Somewhat disagree - 3,Somewhat agree -5,Somewhat agree -5,Strongly agree - 7,Disagree - 2,Neither agree nor disagree - 4,Agree - 6,Somewhat disagree - 3,Somewhat agree - 5,Slightly too much attention - 5,Slightly too little - 3,Far too much - 7,Moderately too much - 6,Moderately too much - 6,Neither too much nor too little - 4,Slightly too much - 5,Slightly too little - 3,Slightly too much - 5,Strongly disagree - 1,Neither agree nor disagree - 4,Sometimes - 3,Agree - 6,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat agree - 5,Strongly agree - 7,Slightly too much attention - 5,Moderately too much - 6,Slightly too much - 5,Slightly too little - 3,Neither too much nor too little - 4,Slightly too much - 5,Moderately too much - 6,Slightly too little - 3,Slightly too much - 5,Somewhat agree - 5,Disagree - 2,Usually - 5,Neither agree of disagree - 4,Somewhat agree - 5,Neither agree of disagree - 4,Strongly agree - 7,Somewhat disagree - 3,Neither too much nor too little attention - 4,Moderately too much - 6,Slightly too little - 3,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Far too much - 7,Moderately too much - 6,Moderately too little - 2,Somewhat agree - 5,Neither agree nor disagree - 4,Most of the time - 6,Moderately interesting - 3,7,4415570,NL,NOS/FB/GA,3,3,4,no
2021-10-20 13:24:06,2021-10-20 13:28:03,IP Address,100,237,True,2021-10-20 13:28:03,R_2YaWTpPUeB70r17,anonymous,NL,0.89999997615814208984375,Kindertoeslag affaire,"Belastingdienst ",Het weer,Hoge benzineprijs,"COVID ",Ter Apel is vol,Amalia is hot,Ajax heeft gewonnen,"Varkensnier bij mens geplaatst ",Verdachte bedreigen Rutte langer vast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974953,NL,GA,3,4,5,yes
2021-10-20 13:32:43,2021-10-20 13:38:19,IP Address,100,335,True,2021-10-20 13:38:19,R_22ztWnTkgXCFLbl,anonymous,NL,0.89999997615814208984375,Corona pandemie,Woningmarkt,Hoge energieprijzen,Toeslagenaffaire,Tekort aan personeel,Zorgwekkende stijging van Corona besmettingen,Overwinning van Ajax op Borussia Dortmund,Sacharovprijs voor Navalny,Tekort aan opvangplaats Asielzoekers,Geen vluchten meer naar Marokko i.v.m. sijgende corona cijfers Nederland.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008454,NL,NOS,2,3,5,yes
2021-10-20 13:45:39,2021-10-20 13:49:06,IP Address,100,207,True,2021-10-20 13:49:08,R_PYzgnEJvQ2wOsdH,anonymous,NL,1,corona,immigratie,woningentekort,discriminatie,zorg,corona,aarbeving,ajax,moord tram,hek NEC,Agree -6,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat agree -5,Somewhat agree - 5,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat agree - 5,Strongly disagree - 1,Slightly too much attention - 5,Slightly too little - 3,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Neither agree nor disagree - 4,Somewhat disagree - 3,Usually - 5,Somewhat agree - 5,Neither agree nor disagree - 4,Somewhat agree - 5,Agree - 6,Somewhat agree - 5,Neither too much nor too little attention - 4,Slightly too much - 5,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Slightly too much - 5,Moderately too much - 6,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat agree - 5,Neither agree nor disagree - 4,Usually - 5,Neither agree of disagree - 4,Somewhat disagree - 3,Somewhat disagree - 3,Somewhat agree - 5,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,Usually - 5,Slightly interesting - 2,6,4095844,NL,GA,3,4,3,no
2021-10-20 14:44:13,2021-10-20 14:45:20,IP Address,100,67,True,2021-10-20 14:45:21,R_3fJJUNIEeAX78Pf,anonymous,NL,0.89999997615814208984375,Migranten,Woningsnood,"Geestelijke gezondheidszorg ",.,.,Treinincident,"Q-Music ",Ajax,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4661827,NL,FB,0,4,3,yes
2021-10-20 14:37:47,2021-10-20 14:51:36,IP Address,100,828,True,2021-10-20 14:51:36,R_UMhFhKj5A5NT8Bz,anonymous,NL,0.89999997615814208984375,Asielprobleem,Klimaat,"Kabinetscrisis ",Coronacrises,Gascrises,Volle AZC’s,"Uithuisplaatsing kinderen ivm toeslagenfraude ","De hoge benzineprijs ",De hoge gasprijs,Wooncrises,Disagree - 2,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,Sometimes - 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very interesting - 4,8,42254,NL,GA,5,0,0,no
2021-10-20 14:42:32,2021-10-20 14:57:23,IP Address,100,891,True,2021-10-20 14:57:23,R_2Pi0hSfVu502t6Z,anonymous,NL,1,Woningnood,Immigratie,Energieprijzen,Europa,Inflatie,Corona,Immigratie,Inflatie,Europa,Gasprijzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120042,NL,NOS,0,0,3,yes
2021-10-20 15:47:08,2021-10-20 15:50:55,IP Address,100,226,True,2021-10-20 15:50:56,R_1E9WiPG4JEFRfoV,anonymous,NL,1,corona,kabinet,vluchtelingen,toeslagenaffaire,?,corona,gabby petito,vluchtelingen ter apel,betaalpasjes vervangen,vluchten marokko,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,,,,,,,,,,,,,,,,,,Disagree - 2,Somewhat disagree - 3,Strongly disagree - 1,Somewhat agree - 5,Somewhat agree - 5,Slightly too little attention - 3,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Disagree - 2,Somewhat disagree - 3,Seldom - 2,Somewhat agree - 5,Somewhat agree - 5,Neither agree of disagree - 4,Somewhat agree - 5,Neither agree of disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,Never - 1,Very interesting - 4,4,5027759,NL,FB,0,3,2,no
2021-10-20 18:11:06,2021-10-20 19:07:14,IP Address,100,3368,True,2021-10-20 19:07:16,R_06V9M3kJWPeVy0N,anonymous,NL,0.4000000059604644775390625,Coronapandemie en het zorgpersoneel,Kabinetsformatie,woningnood,behalen van de klimaatdoelen,cybercrime,ic's komen mensen tekort om verder op te schalen,Instroom Asielzoekers ter Apel,Europees Parlement wil Commissie dwingen subsidie aan Polen te stoppen,Transgenders protesteren bij kantoor Netflix tegen Dave Chappelle,Marokko verbied vluchten van en naar Nederland vanwege Corona,Strongly agree - 7,Somewhat agree -5,Agree -6,Strongly agree - 7,Agree -6,Strongly agree - 7,Agree -6,,,,,,,,,,,,,,,,,,Somewhat agree - 5,Disagree - 2,Somewhat disagree - 3,Strongly agree - 7,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Slightly too much - 5,Moderately too little - 2,Moderately too little - 2,Far too little - 1,Far too little - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Seldom - 2,,,,,,,,,,,,,,,,,,Very interesting - 4,6,176938,NL,FB,1,5,0,no
2021-10-20 21:27:24,2021-10-20 21:30:02,IP Address,100,158,True,2021-10-20 21:30:04,R_1INuDpJaFi4TCGV,anonymous,NL,1,corona,politiek,loon,nieuws,regering,corona,loon,regering,pensioen,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43450,NL,FB,1,5,5,yes
2021-10-20 02:49:23,2021-10-20 02:49:28,IP Address,4,5,False,2021-10-21 00:52:13,R_Cm0SoeIKup5drrP,anonymous,NL,0.89999997615814208984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5021576,NL,FB/NOS/GA,3,5,3,
2021-10-20 02:48:54,2021-10-20 02:49:07,IP Address,4,13,False,2021-10-21 00:52:13,R_sFpIHd3dLCZUarL,anonymous,NL,0.89999997615814208984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3110175,NL,NOS,0,0,3,
2021-10-20 02:49:51,2021-10-20 02:50:08,IP Address,4,16,False,2021-10-21 00:52:13,R_3F2MEfVPg1ATTKG,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973479,NL,NOS,0,2,5,
2021-10-20 02:49:25,2021-10-20 02:49:34,IP Address,4,8,False,2021-10-21 00:52:13,R_DTrPuteXvXQjj2x,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3832179,NL,NOS,2,3,5,
2021-10-20 02:55:43,2021-10-20 02:56:59,Spam,4,76,False,2021-10-21 00:52:14,R_1jQjIj6ZoFhPI06,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4887703,NL,FB,1,5,2,
2021-10-20 02:51:36,2021-10-20 02:51:55,Spam,4,19,False,2021-10-21 00:52:14,R_2cCssrXjFkCXy5g,anonymous,NL,0.89999997615814208984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168860,NL,FB,0,4,0,
2021-10-20 02:56:58,2021-10-20 02:59:55,IP Address,8,176,False,2021-10-21 00:52:14,R_4HNE48I0wk7ZmcF,anonymous,NL,1,energie prijs,huizen prijs,corona,vacinatie,emigranten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50602,NL,NOS,0,0,5,
2021-10-20 03:12:11,2021-10-20 03:12:53,IP Address,4,42,False,2021-10-21 00:52:14,R_UgVREGTtc8Aaonf,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4827240,NL,FB,0,4,2,
2021-10-20 03:22:12,2021-10-20 03:22:28,Spam,4,15,False,2021-10-21 00:52:14,R_1hA7Qjk6QUCbVLv,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2614766,NL,NOS,2,2,3,
2021-10-20 03:13:28,2021-10-20 03:13:41,Spam,4,13,False,2021-10-21 00:52:14,R_PMoOHGu41G3aVvH,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3120459,NL,FB,2,5,2,
2021-10-20 03:39:18,2021-10-20 03:39:23,Spam,4,4,False,2021-10-21 00:52:14,R_2Bwyhaug3YqWTwZ,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3932533,NL,FB,0,4,5,
2021-10-20 03:54:40,2021-10-20 03:54:54,Spam,4,14,False,2021-10-21 00:52:14,R_2PbclO3uQ5QKelN,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2797926,NL,FB,0,5,2,
